brand_name,product_name,product_type,post_type,platform,region,gender,age_range,social_media_mentions,review_rating,price_usd,availability_status,followers,likes,comments,shares,product_category,post_day_of_week,is_weekend,engagement_rate,comment_to_like_ratio,share_to_like_ratio,is_luxury_handbag,high_price_tier,premium_engagement,is_western_market,young_demographic,high_rating,mentions_per_follower
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Story,Facebook,Asia,Non-binary,35-44,764.0,4.2,2605.61,Pre-order,4412139.0,498647.0,49069.0,16364.0,Luxury Accessories,Tuesday,0,12.784728676952382,0.09840408464487975,0.032816736455375334,0,0,0,0,0,1,173.15864255409906
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Story,TikTok,Asia,Female,35-44,2020.0,4.4,691.85,Pre-order,7779621.0,291462.0,43484.0,5767.0,Apparel,Wednesday,0,4.379557821647095,0.14919217876711624,0.01978638798063562,0,0,0,0,0,1,259.6527517214528
Gucci,Gucci Elegant Sunglasses,Sunglasses,Image,Twitter,Asia,Female,25-34,2173.0,3.2,3170.75,In Stock,8475404.0,495484.0,8074.0,6686.0,Luxury Accessories,Sunday,1,6.020291186119269,0.016295145160802042,0.013493849460629485,0,0,0,0,1,0,256.3889579776964
Gucci,Gucci Vintage Belt,Belt,Live,Twitter,Europe,Male,25-34,1572.0,2.3,1499.03,In Stock,2464872.0,112751.0,625.0,16667.0,Luxury Accessories,Saturday,1,5.275852052358094,0.005543138924364978,0.14781999432382575,0,0,0,1,1,0,637.7613117435712
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Reel,Twitter,Asia,Female,18-24,689.0,2.6,890.73,Out of Stock,1565197.0,971446.0,14592.0,13705.0,Eyewear,Monday,0,63.87330157162325,0.015020891515440369,0.014107820601638586,0,0,1,0,1,0,440.2001792745578
Gucci,Gucci Bold Perfume,Perfume,Video,Instagram,Middle East,Non-binary,18-24,2145.0,1.3,459.19,In Stock,2452118.0,885266.0,19494.0,2499.0,Footwear,Wednesday,0,36.998994338771624,0.02202047517867491,0.002822877165871991,0,0,1,0,1,0,874.7539881849079
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Live,Facebook,Middle East,Male,35-44,2096.0,2.2,1209.42,Out of Stock,1871668.0,951072.0,1192.0,12142.0,Apparel,Wednesday,0,51.526552786071036,0.0012533212487369529,0.012766633055506781,0,0,1,0,0,0,1119.856726727176
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Story,YouTube,South America,Non-binary,18-24,53.0,2.0,3174.36,Out of Stock,6622913.0,703869.0,24307.0,4333.0,Eyewear,Monday,0,11.06022380182255,0.03453336553624959,0.00615596630059528,0,0,0,0,1,0,8.002520945088664
Gucci,Gucci Chic Belt,Belt,Image,TikTok,Europe,Male,18-24,2020.0,4.4,4083.86,Out of Stock,8575759.0,463853.0,20288.0,4818.0,Apparel,Saturday,1,5.701641102554304,0.04373790028759049,0.010386888977997387,0,1,0,1,1,1,235.54766406098867
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Video,Twitter,Europe,Male,35-44,3444.0,4.0,1268.03,In Stock,7213787.0,324211.0,10813.0,4641.0,Luxury Accessories,Thursday,0,4.708553218995792,0.033351634115948825,0.014314707660419725,0,0,0,1,0,1,477.4191419846469
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Reel,TikTok,Asia,Non-binary,45-54,4412.0,2.4,1422.68,In Stock,4237845.0,130473.0,24678.0,18044.0,Fragrances,Monday,0,4.086864904214288,0.18914113156644236,0.13829575241044192,0,0,0,0,0,0,1041.09517927154
Louis Vuitton,Louis Vuitton Modern Perfume,Perfume,Live,Facebook,Asia,Female,55+,2517.0,1.5,3135.14,Pre-order,6230997.0,541302.0,30751.0,15972.0,Fragrances,Saturday,1,9.437093293416767,0.056809217757891606,0.029506579494294322,0,0,0,0,0,0,403.94819641222745
Gucci,Gucci Modern Watch,Watch,Story,Instagram,South America,Male,55+,3241.0,4.5,1768.0,In Stock,1985200.0,876288.0,2057.0,5374.0,Fragrances,Tuesday,0,44.515363691315734,0.0023473990886568245,0.006132679972018364,0,0,1,0,0,1,1632.5811001410436
Gucci,Gucci Classic Perfume,Perfume,Video,Twitter,Middle East,Non-binary,35-44,1375.0,3.5,1944.0,Out of Stock,3385948.0,521091.0,41644.0,2468.0,Eyewear,Tuesday,0,16.692607210742754,0.07991679012535215,0.004736207809753364,0,0,0,0,0,0,406.0901112480168
Louis Vuitton,Louis Vuitton Bold Belt,Belt,Image,Instagram,Europe,Male,18-24,4987.0,3.4,4792.2,Pre-order,9596775.0,631677.0,13321.0,15431.0,Eyewear,Monday,0,6.881780598169697,0.02108827598871577,0.024428585450181898,0,1,0,1,1,0,519.6537378442238
Gucci,Gucci Vintage Belt,Belt,Image,TikTok,Asia,Male,18-24,4580.0,3.9,3768.98,Out of Stock,4350330.0,40484.0,310.0,15877.0,Apparel,Tuesday,0,1.3026827849841276,0.007657156971717921,0.39216993948375944,0,0,0,0,1,0,1052.79369611041
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Video,TikTok,Europe,Non-binary,45-54,4533.0,1.4,3679.07,Out of Stock,1920570.0,758931.0,19940.0,15203.0,Fragrances,Tuesday,0,41.3457463148961,0.026273763657350065,0.020032097737346693,0,0,1,1,0,0,2360.236804698605
Louis Vuitton,Louis Vuitton Classic Handbag,Handbag,Live,YouTube,South America,Male,45-54,1333.0,3.7,3084.57,In Stock,8886284.0,642099.0,16313.0,16851.0,Footwear,Friday,0,7.598935618082879,0.025405700046721696,0.026243575767014485,1,0,0,0,0,0,150.0064593929251
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Reel,Instagram,Middle East,Male,25-34,974.0,3.6,4709.58,Out of Stock,8853797.0,559816.0,43404.0,17524.0,Eyewear,Saturday,1,7.0110484801040736,0.0775324793637921,0.03130308654435289,0,1,0,0,1,0,110.00929883529066
Gucci,Gucci Bold Shoes,Shoes,Live,TikTok,Asia,Male,35-44,2611.0,3.6,3850.37,Pre-order,6961756.0,679525.0,18904.0,776.0,Footwear,Sunday,1,10.043514883313923,0.02781939175248629,0.0011419724925904233,0,1,0,0,0,0,375.0490537157579
Louis Vuitton,Louis Vuitton Classic Watch,Watch,Image,TikTok,Asia,Female,25-34,2677.0,1.7,4056.83,Pre-order,25156.0,67424.0,37136.0,2871.0,Fragrances,Wednesday,0,427.05915089839397,0.5507749351130886,0.04258064516129032,0,1,1,0,1,0,106415.96438225472
Gucci,Gucci Modern Sunglasses,Sunglasses,Story,YouTube,Europe,Male,25-34,3927.0,1.6,3789.13,Pre-order,6269384.0,436045.0,46002.0,17997.0,Fragrances,Sunday,1,7.975967016855244,0.10549804378437137,0.04127316842718429,0,1,0,1,1,0,626.3773282989206
Gucci,Gucci Bold Watch,Watch,Image,Instagram,Middle East,Male,25-34,225.0,2.2,3365.02,Out of Stock,7442428.0,130979.0,16976.0,9347.0,Eyewear,Thursday,0,2.1135844377668147,0.1296075736753703,0.0713620400061078,0,0,0,0,1,0,30.23206942680534
Louis Vuitton,Louis Vuitton Classic Perfume,Perfume,Story,Instagram,North America,Male,18-24,681.0,1.9,710.06,Out of Stock,8820611.0,233.0,20173.0,9275.0,Footwear,Saturday,1,0.3364959638283561,86.2094017094017,39.636752136752136,0,0,0,1,1,0,77.20553598837995
Louis Vuitton,Louis Vuitton Elegant Handbag,Handbag,Reel,Facebook,Asia,Non-binary,45-54,3751.0,4.9,1027.8,In Stock,5340108.0,557351.0,46618.0,10136.0,Footwear,Thursday,0,11.499861051499332,0.08364193543756908,0.01818599377054357,1,0,0,0,0,1,702.4202506765781
Louis Vuitton,Louis Vuitton Classic Shoes,Shoes,Live,Instagram,North America,Male,35-44,2280.0,2.1,1355.27,In Stock,9574366.0,788242.0,17480.0,18108.0,Apparel,Sunday,1,8.604538410167315,0.022175902608713303,0.02297261123790506,0,0,0,1,0,0,238.13587239092385
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Story,Twitter,Asia,Non-binary,18-24,1174.0,1.8,4183.27,In Stock,6367058.0,631209.0,45922.0,8965.0,Luxury Accessories,Tuesday,0,10.775714623614235,0.07275233282108966,0.014202880182506615,0,1,0,0,1,0,184.38657225990403
Gucci,Gucci Vintage Sunglasses,Sunglasses,Story,YouTube,Asia,Female,35-44,4376.0,1.8,1103.41,Pre-order,6113276.0,909862.0,47894.0,14241.0,Fragrances,Saturday,1,15.89977288772828,0.05263869395722213,0.015651806920382517,0,0,0,0,0,0,715.8191450868569
Louis Vuitton,Louis Vuitton Elegant Sunglasses,Sunglasses,Video,TikTok,South America,Male,55+,625.0,2.5,4510.75,Pre-order,9725736.0,194409.0,23923.0,16510.0,Eyewear,Tuesday,0,2.414645020181506,0.12305436963119182,0.08492361504037858,0,1,0,0,0,0,64.26248872064798
Gucci,Gucci Modern Perfume,Perfume,Reel,TikTok,North America,Female,55+,3115.0,3.6,342.22,Pre-order,6744147.0,97177.0,43936.0,13885.0,Eyewear,Wednesday,0,2.298259513026629,0.45211879231924923,0.14288213381629586,0,0,0,1,0,0,461.8819844822481
Gucci,Gucci Modern Perfume,Perfume,Live,Twitter,South America,Female,25-34,2292.0,1.4,1380.48,In Stock,4693581.0,360243.0,39317.0,3557.0,Footwear,Tuesday,0,8.58868740094184,0.10913991627896648,0.009873863270450029,0,0,0,0,1,0,488.3265037931592
Gucci,Gucci Classic Shoes,Shoes,Story,Twitter,Asia,Non-binary,18-24,1059.0,1.5,1680.94,In Stock,8730147.0,944407.0,13891.0,10916.0,Eyewear,Saturday,1,11.101920735126223,0.014708685229265318,0.011558563671633446,0,0,0,0,1,0,121.30379935183221
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Image,YouTube,North America,Female,55+,3519.0,3.6,530.99,Pre-order,5725909.0,13266.0,27528.0,16062.0,Luxury Accessories,Thursday,0,0.9929602443908905,2.0749227406346575,1.2106730986658627,0,0,0,1,0,0,614.5749085429056
Louis Vuitton,Louis Vuitton Vintage Handbag,Handbag,Live,TikTok,Asia,Male,55+,1654.0,2.9,2700.71,Pre-order,5614245.0,228463.0,4385.0,5657.0,Fragrances,Sunday,1,4.248211469218034,0.019193395896071153,0.0247610126759577,1,0,0,0,0,0,294.6077344326797
Gucci,Gucci Vintage Perfume,Perfume,Reel,Instagram,Asia,Non-binary,35-44,1907.0,1.4,1171.45,Pre-order,4440652.0,215570.0,22285.0,17073.0,Apparel,Friday,0,5.740778606384828,0.10337661373746933,0.07919896461026761,0,0,0,0,0,0,429.4414423827852
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Video,TikTok,South America,Male,25-34,1903.0,1.8,4044.97,Pre-order,3577875.0,212658.0,31797.0,11566.0,Apparel,Saturday,1,7.155672012018307,0.14952106423899295,0.054387540616668,0,1,0,0,1,0,531.8799566781959
Gucci,Gucci Classic Perfume,Perfume,Video,Twitter,North America,Male,45-54,1690.0,3.4,1625.97,In Stock,2297860.0,676520.0,20508.0,17537.0,Luxury Accessories,Friday,0,31.09697718747008,0.030313914867387708,0.02592232909251893,0,0,1,1,0,0,735.4669126926792
Louis Vuitton,Louis Vuitton Chic Belt,Belt,Image,Twitter,Europe,Non-binary,55+,4074.0,1.8,1195.88,Out of Stock,8403873.0,369209.0,23362.0,18307.0,Footwear,Sunday,1,4.889150514292636,0.06327564258822892,0.04958424744725224,0,0,0,1,0,0,484.7764834142543
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Live,TikTok,North America,Female,18-24,3518.0,3.9,4067.65,Out of Stock,1272948.0,314651.0,36175.0,7202.0,Eyewear,Thursday,0,28.125893595025094,0.11496828241994331,0.022888778714262106,0,1,1,1,1,0,2763.6635589199245
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Reel,YouTube,Middle East,Male,35-44,2335.0,3.6,3424.53,In Stock,6767092.0,195059.0,19412.0,1255.0,Eyewear,Friday,0,3.187868585206171,0.09951809699579617,0.006433917768891623,0,0,0,0,0,0,345.0522026300219
Gucci,Gucci Chic Sunglasses,Sunglasses,Story,Twitter,North America,Female,18-24,492.0,3.2,3846.12,Out of Stock,9569885.0,749206.0,5383.0,4223.0,Apparel,Tuesday,0,7.929165292999864,0.007184930199530971,0.0056366264597100665,0,1,0,1,1,0,51.41127610206392
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Live,TikTok,Europe,Male,55+,508.0,1.6,4501.06,In Stock,9805007.0,962523.0,45421.0,8193.0,Eyewear,Sunday,1,10.363450020994376,0.04718947267808387,0.00851199554504615,0,1,0,1,0,0,51.810263878444964
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Story,YouTube,North America,Non-binary,55+,4211.0,4.2,4843.31,Out of Stock,2627648.0,890285.0,11108.0,19669.0,Footwear,Friday,0,35.052716345568356,0.012476889449008521,0.0220929004836648,0,1,1,1,0,1,1602.5738607302042
Gucci,Gucci Modern Belt,Belt,Live,TikTok,Asia,Male,45-54,829.0,1.6,3441.03,In Stock,4709675.0,165698.0,18807.0,552.0,Eyewear,Sunday,1,3.9292944842266184,0.11350098672894827,0.003331341770318469,0,0,0,0,0,0,176.0206383667663
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Story,TikTok,Asia,Non-binary,25-34,856.0,1.1,3513.34,In Stock,9014171.0,549018.0,14782.0,10762.0,Apparel,Monday,0,6.373986027112199,0.026924386951999838,0.019602235988189845,0,0,0,0,1,0,94.96158881387984
Louis Vuitton,Louis Vuitton Bold Shoes,Shoes,Video,TikTok,South America,Female,18-24,3400.0,1.9,371.16,Pre-order,7288991.0,451356.0,38920.0,6792.0,Fragrances,Saturday,1,6.819434953342651,0.08622886096814716,0.015047955387863708,0,0,0,0,1,0,466.45687997145285
Gucci,Gucci Classic Shoes,Shoes,Live,Instagram,Asia,Female,55+,307.0,4.8,2722.32,In Stock,4535901.0,514487.0,7208.0,14740.0,Apparel,Wednesday,0,11.826426546787507,0.01401004493787999,0.028649842173189655,0,0,0,0,0,1,67.68225320614361
Gucci,Gucci Elegant Shoes,Shoes,Live,Twitter,Middle East,Female,18-24,4939.0,3.3,2334.59,In Stock,8529130.0,741564.0,6147.0,16679.0,Fragrances,Tuesday,0,8.962109851766828,0.00828922616358647,0.022491622447121964,0,0,0,0,1,0,579.0743018338329
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Video,Instagram,Europe,Non-binary,25-34,2335.0,1.2,2384.38,In Stock,1218285.0,491848.0,16548.0,12155.0,Fragrances,Sunday,1,42.72817936689691,0.033644472185569145,0.02471286919359397,0,0,1,1,1,0,1916.628703464296
Gucci,Gucci Classic Perfume,Perfume,Story,Twitter,South America,Non-binary,18-24,1652.0,1.6,2401.07,Pre-order,5269214.0,613825.0,18672.0,2429.0,Fragrances,Thursday,0,12.049728858991113,0.03041904383326871,0.003957147465242593,0,0,0,0,1,0,313.51924594446155
Louis Vuitton,Louis Vuitton Modern Perfume,Perfume,Video,Facebook,North America,Female,45-54,3716.0,4.1,3173.11,Pre-order,5419273.0,946908.0,18635.0,8415.0,Fragrances,Saturday,1,17.972115447957687,0.019679821397832316,0.008886809608948696,0,0,0,1,0,1,685.7008310893362
Gucci,Gucci Vintage Shoes,Shoes,Story,Facebook,South America,Non-binary,55+,950.0,4.2,402.25,Pre-order,808270.0,766229.0,20453.0,2033.0,Apparel,Monday,0,97.5806351837876,0.02669302950811114,0.002653250329535518,0,0,1,0,0,1,1175.3498212231061
Gucci,Gucci Classic Belt,Belt,Live,Facebook,Middle East,Non-binary,55+,2994.0,3.7,2988.48,In Stock,1018801.0,78065.0,48607.0,936.0,Footwear,Friday,0,12.525311616301908,0.6226398175902441,0.011989854738298363,0,0,0,0,0,0,2938.748587800758
Gucci,Gucci Elegant Perfume,Perfume,Live,Facebook,Middle East,Male,18-24,3238.0,4.2,739.08,Out of Stock,8463360.0,810665.0,707.0,7236.0,Luxury Accessories,Wednesday,0,9.672375983061102,0.0008721224277322597,0.008925994182561006,0,0,0,0,1,1,382.59036600120993
Gucci,Gucci Elegant Sunglasses,Sunglasses,Video,TikTok,Europe,Non-binary,25-34,2493.0,2.1,2351.7,Pre-order,3379948.0,285066.0,31534.0,2621.0,Apparel,Thursday,0,9.44455358484805,0.11061960872356323,0.009194329754057817,0,0,0,1,1,0,737.5853119633792
Gucci,Gucci Bold Shoes,Shoes,Video,TikTok,Asia,Non-binary,35-44,3291.0,2.0,2261.12,Out of Stock,1832874.0,617424.0,40165.0,2730.0,Fragrances,Monday,0,36.026426257342294,0.06505243551848403,0.0044215896667611455,0,0,1,0,0,0,1795.5407736702034
Gucci,Gucci Bold Belt,Belt,Live,YouTube,South America,Male,25-34,463.0,3.9,4609.93,In Stock,2630540.0,246328.0,33538.0,18753.0,Footwear,Wednesday,0,11.352003771088825,0.1361512448798152,0.07612989132420463,0,1,0,0,1,0,176.009488546078
Gucci,Gucci Elegant Sunglasses,Sunglasses,Video,Instagram,Europe,Non-binary,35-44,1641.0,4.2,877.05,Pre-order,3403847.0,258106.0,45375.0,543.0,Footwear,Thursday,0,8.931776310744873,0.17579918405932424,0.0021037786654372025,0,0,0,1,0,1,482.1015750707949
Gucci,Gucci Vintage Belt,Belt,Story,Twitter,Middle East,Male,35-44,3851.0,3.5,4261.18,Out of Stock,2808215.0,774380.0,36103.0,7850.0,Luxury Accessories,Monday,0,29.14068189223403,0.046621753374630835,0.010137128881003021,0,1,1,0,0,0,1371.3337475941123
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Story,YouTube,South America,Male,55+,1136.0,4.6,1751.03,Out of Stock,3812313.0,749623.0,29095.0,5624.0,Apparel,Sunday,1,20.573914051653155,0.038812791479461706,0.007502427883845768,0,0,0,0,0,1,297.9818288792132
Gucci,Gucci Bold Perfume,Perfume,Live,Instagram,Asia,Male,18-24,1513.0,2.2,1278.59,Pre-order,3865685.0,100155.0,16541.0,16142.0,Luxury Accessories,Saturday,1,3.4363379323457552,0.16515236231478894,0.16116857701984905,0,0,0,0,1,0,391.3924698986079
Louis Vuitton,Louis Vuitton Modern Perfume,Perfume,Story,YouTube,South America,Male,45-54,820.0,3.8,488.17,Out of Stock,7996004.0,879725.0,41278.0,3155.0,Fragrances,Saturday,1,11.55774809517354,0.046921427808203915,0.0035863439298145106,0,0,0,0,0,0,102.5512243365561
Gucci,Gucci Elegant Shoes,Shoes,Image,TikTok,Europe,Non-binary,35-44,4201.0,2.7,4327.1,In Stock,5716333.0,452790.0,44042.0,5219.0,Footwear,Monday,0,8.78274586172639,0.09726783438716759,0.011526289170942002,0,1,0,1,0,0,734.9116995108578
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Live,Twitter,Europe,Non-binary,25-34,1354.0,4.7,504.77,Pre-order,8229068.0,779370.0,33068.0,18986.0,Apparel,Saturday,1,10.103501392867333,0.04242908704583568,0.024360670335437165,0,0,0,1,1,1,164.5386816587249
Gucci,Gucci Classic Shoes,Shoes,Story,YouTube,South America,Female,35-44,697.0,1.8,4048.14,Pre-order,9641070.0,391768.0,42988.0,2798.0,Fragrances,Thursday,0,4.538438160909526,0.10972792640561146,0.007141963759256092,0,1,0,0,0,0,72.2948801325994
Louis Vuitton,Louis Vuitton Classic Belt,Belt,Reel,TikTok,Asia,Male,45-54,2409.0,3.4,4024.48,Pre-order,6269704.0,197731.0,26983.0,18368.0,Fragrances,Thursday,0,3.877088934342036,0.13646248457508142,0.09289341128396011,0,1,0,0,0,0,384.2286653405009
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Story,YouTube,Europe,Non-binary,25-34,4061.0,3.5,4565.08,Out of Stock,4858943.0,513914.0,15112.0,1629.0,Fragrances,Wednesday,0,10.921202409659879,0.029405641010672973,0.0031697848866057616,0,1,0,1,1,0,835.7784810400123
Louis Vuitton,Louis Vuitton Classic Belt,Belt,Video,Facebook,Asia,Male,18-24,3068.0,2.0,2272.5,Pre-order,9117913.0,899942.0,30173.0,4498.0,Apparel,Wednesday,0,10.250295215582776,0.03352767897522398,0.004998094323751616,0,0,0,0,1,0,336.48050820401556
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Video,TikTok,Asia,Female,55+,808.0,2.7,221.34,Out of Stock,8706257.0,528010.0,46277.0,7070.0,Fragrances,Sunday,1,6.677461967869775,0.08764400741651215,0.013389872559473192,0,0,0,0,0,0,92.80681698231513
Gucci,Gucci Vintage Shoes,Shoes,Reel,TikTok,Europe,Male,18-24,86.0,4.2,4126.91,Out of Stock,3242330.0,820562.0,29792.0,10433.0,Eyewear,Tuesday,0,26.548408089244464,0.03630677961350926,0.012714441182456435,0,1,0,1,1,1,26.524135421132335
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Image,YouTube,Europe,Male,25-34,2722.0,2.8,634.4,Out of Stock,1558267.0,539904.0,23261.0,1398.0,Fragrances,Wednesday,0,36.230183915850105,0.0430835054315111,0.002589344421703818,0,0,1,1,1,0,1746.8123242037468
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Video,Twitter,North America,Non-binary,18-24,4299.0,2.5,1272.53,In Stock,9295698.0,749639.0,44361.0,11471.0,Apparel,Wednesday,0,8.664986749784685,0.059176404674243635,0.015302011632250147,0,0,0,1,1,0,462.47199510999604
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Live,YouTube,Asia,Non-binary,55+,739.0,4.6,204.65,Pre-order,5620513.0,194194.0,20343.0,4804.0,Fragrances,Thursday,0,3.9025085432593074,0.10475552923607714,0.02473802106130436,0,0,0,0,0,1,131.48266003476908
Gucci,Gucci Bold Handbag,Handbag,Reel,Twitter,Asia,Non-binary,55+,2335.0,1.3,1513.54,In Stock,1029247.0,147999.0,18552.0,17341.0,Apparel,Tuesday,0,17.86665397130135,0.12535135135135136,0.11716891891891892,1,0,0,0,0,0,2268.6488277352278
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Video,Instagram,Europe,Male,25-34,1802.0,3.3,3009.11,Pre-order,2672185.0,128631.0,20581.0,18454.0,Luxury Accessories,Monday,0,6.274490725754392,0.15999906710616332,0.14346352385098576,0,0,0,1,1,0,674.354507640751
Gucci,Gucci Modern Perfume,Perfume,Reel,Twitter,Europe,Non-binary,25-34,3595.0,4.4,2938.16,Out of Stock,7037550.0,449691.0,31282.0,5000.0,Fragrances,Tuesday,0,6.905428735852675,0.06956316767921154,0.011118721258105547,0,0,0,1,1,1,510.8311841478924
Gucci,Gucci Modern Sunglasses,Sunglasses,Video,YouTube,North America,Male,25-34,1546.0,3.5,959.45,Pre-order,3637591.0,572055.0,9954.0,16590.0,Eyewear,Thursday,0,16.455918216204076,0.01740039436698505,0.029000657278308417,0,0,0,1,1,0,425.00654966432455
Louis Vuitton,Louis Vuitton Classic Perfume,Perfume,Live,Twitter,North America,Female,45-54,1566.0,2.2,449.98,Pre-order,5371800.0,49723.0,27603.0,5188.0,Fragrances,Saturday,1,1.536058676793626,0.555124286059046,0.10433593435765424,0,0,0,1,0,0,291.5223947280241
Gucci,Gucci Modern Sunglasses,Sunglasses,Story,Instagram,Middle East,Female,55+,4431.0,2.0,2985.32,Out of Stock,366352.0,771724.0,49391.7,19818.7,Luxury Accessories,Friday,0,229.54273485609465,0.0640016845378859,0.025681039230295768,0,0,1,0,0,0,12094.925099357994
Gucci,Gucci Bold Watch,Watch,Story,TikTok,South America,Female,18-24,2693.0,1.2,3750.21,Pre-order,5505670.0,822337.0,6776.0,10926.0,Eyewear,Wednesday,0,15.257707054727218,0.008239920811150646,0.013286507494485235,0,0,0,0,1,0,489.13211289452505
Gucci,Gucci Elegant Perfume,Perfume,Story,Facebook,Europe,Male,55+,563.0,3.4,2413.61,Pre-order,3228424.0,738636.0,41686.0,8579.0,Eyewear,Wednesday,0,24.436102568931467,0.056436382147116916,0.011614636147390396,0,0,0,1,0,0,174.38849420026614
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Image,TikTok,Europe,Male,25-34,1074.0,1.1,4282.32,Out of Stock,9289597.0,32313.0,30383.0,5253.0,Fragrances,Wednesday,0,0.7314526130681449,0.940242619298137,0.16256111901961998,0,1,0,1,1,0,115.61319613757195
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Image,Twitter,Middle East,Male,45-54,4334.0,2.3,3305.87,In Stock,5377993.0,706641.0,7196.0,17748.0,Footwear,Wednesday,0,13.603308892369329,0.010183374325330223,0.025115971029177432,0,0,0,0,0,0,805.8768391851755
Louis Vuitton,Louis Vuitton Vintage Belt,Belt,Reel,Instagram,Asia,Non-binary,18-24,3544.0,3.3,2873.2,Pre-order,257624.0,92973.0,23871.0,18823.0,Eyewear,Friday,0,52.66085457876596,0.256749198700712,0.20245444963107967,0,0,1,0,1,0,13756.482315312236
